district,year,season,crop,sowing_date,harvest_date,estimated_yield_kg_per_ha,ndvi.early,ndvi.mid,ndvi.late,soil_type,ph_range,organic_carbon,nitrogen_kg_per_ha,phosphorus_kg_per_ha,potassium_kg_per_ha,annual_avg_rainfall_mm,monsoon_rainfall_mm,avg_annual_temp_C,avg_max_temp_C,avg_min_temp_C,avg_relative_humidity_pct,growing_degree_days_GDD,typical_monsoon_onset,typical_monsoon_end,notes,ndvi.early_from_ndvi,ndvi.mid_from_ndvi,ndvi.late_from_ndvi
Fatehgarh Sahib,2024,Rabi,Barley,2024-11-15,2025-04-10,1939,0.3,0.49,0.41,Silty Loam,"[7.3, 7.7]",0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.35,0.5,0.39
Fatehgarh Sahib,2024,Rabi,Mustard,2024-11-15,2025-04-10,1815,0.32,0.51,0.43,Silty Loam,"[7.3, 7.7]",0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.35,0.5,0.39
Fatehgarh Sahib,2024,Kharif,Paddy,2024-06-20,2024-10-15,4343,0.28,0.44,0.37,Silty Loam,"[7.3, 7.7]",0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.26,0.43,0.34
Fatehgarh Sahib,2024,Kharif,Maize,2024-06-20,2024-10-15,2824,0.28,0.48,0.38,Silty Loam,"[7.3, 7.7]",0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.26,0.43,0.34
Fatehgarh Sahib,2024,Kharif,Cotton,2024-06-20,2024-10-15,2354,0.24,0.35,0.29,Silty Loam,"[7.3, 7.7]",0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.26,0.43,0.34
Fatehgarh Sahib,2024,Zaid,Moong,2024-03-15,2024-06-10,2062,0.26,0.44,0.39,Silty Loam,"[7.3, 7.7]",0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.33,0.49,0.39
Fatehgarh Sahib,2024,Zaid,Vegetables,2024-03-15,2024-06-10,2285,0.36,0.49,0.43,Silty Loam,"[7.3, 7.7]",0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.33,0.49,0.39
Fatehgarh Sahib,2024,Zaid,Sunflower,2024-03-15,2024-06-10,2435,0.38,0.55,0.46,Silty Loam,"[7.3, 7.7]",0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.33,0.49,0.39
Fazilka,2023,Rabi,Wheat,2023-11-15,2024-04-10,2484,0.26,0.38,0.29,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Fazilka,2023,Rabi,Barley,2023-11-15,2024-04-10,1633,0.36,0.49,0.39,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Fazilka,2023,Rabi,Mustard,2023-11-15,2024-04-10,1698,0.37,0.51,0.42,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Fazilka,2023,Kharif,Paddy,2023-06-20,2023-10-15,4130,0.38,0.53,0.44,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Fazilka,2023,Kharif,Maize,2023-06-20,2023-10-15,2705,0.26,0.45,0.38,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Fazilka,2023,Kharif,Cotton,2023-06-20,2023-10-15,2316,0.39,0.59,0.51,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Fazilka,2023,Zaid,Moong,2023-03-15,2023-06-10,2361,0.33,0.47,0.41,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Fazilka,2023,Zaid,Vegetables,2023-03-15,2023-06-10,1641,0.35,0.53,0.44,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Fazilka,2023,Zaid,Sunflower,2023-03-15,2023-06-10,1372,0.22,0.37,0.32,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Fazilka,2024,Rabi,Wheat,2024-11-15,2025-04-10,3908,0.38,0.52,0.46,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.34,0.5,0.36
Fazilka,2024,Rabi,Barley,2024-11-15,2025-04-10,1870,0.23,0.41,0.33,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.34,0.5,0.36
Fazilka,2024,Rabi,Mustard,2024-11-15,2025-04-10,1850,0.36,0.53,0.48,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.34,0.5,0.36
Fazilka,2024,Kharif,Paddy,2024-06-20,2024-10-15,4577,0.22,0.42,0.35,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.24,0.45,0.36
Fazilka,2024,Kharif,Maize,2024-06-20,2024-10-15,2632,0.39,0.59,0.5,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.24,0.45,0.36
Fazilka,2024,Kharif,Cotton,2024-06-20,2024-10-15,1888,0.28,0.39,0.3,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.24,0.45,0.36
Fazilka,2024,Zaid,Moong,2024-03-15,2024-06-10,2471,0.38,0.49,0.42,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.29,0.49,0.39
Fazilka,2024,Zaid,Vegetables,2024-03-15,2024-06-10,2381,0.2,0.35,0.3,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.29,0.49,0.39
Fazilka,2024,Zaid,Sunflower,2024-03-15,2024-06-10,2231,0.32,0.52,0.45,Clay Loam,"[6.5, 7.8]",0.59,317.0,19.0,198.0,460,345,26.0,36.0,16.0,74,5840,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.29,0.49,0.39
Ferozepur,2023,Rabi,Wheat,2023-11-15,2024-04-10,3227,0.26,0.45,0.39,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ferozepur,2023,Rabi,Barley,2023-11-15,2024-04-10,2295,0.4,0.51,0.43,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ferozepur,2023,Rabi,Mustard,2023-11-15,2024-04-10,1692,0.39,0.54,0.46,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ferozepur,2023,Kharif,Paddy,2023-06-20,2023-10-15,4929,0.33,0.49,0.39,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ferozepur,2023,Kharif,Maize,2023-06-20,2023-10-15,2761,0.21,0.34,0.24,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ferozepur,2023,Kharif,Cotton,2023-06-20,2023-10-15,2792,0.32,0.45,0.39,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ferozepur,2023,Zaid,Moong,2023-03-15,2023-06-10,1426,0.29,0.43,0.35,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ferozepur,2023,Zaid,Vegetables,2023-03-15,2023-06-10,2108,0.36,0.53,0.47,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ferozepur,2023,Zaid,Sunflower,2023-03-15,2023-06-10,2222,0.38,0.56,0.46,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ferozepur,2024,Rabi,Wheat,2024-11-15,2025-04-10,3790,0.28,0.47,0.38,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.28,0.38,0.32
Ferozepur,2024,Rabi,Barley,2024-11-15,2025-04-10,2088,0.21,0.31,0.24,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.28,0.38,0.32
Ferozepur,2024,Rabi,Mustard,2024-11-15,2025-04-10,1525,0.28,0.48,0.39,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.28,0.38,0.32
Ferozepur,2024,Kharif,Paddy,2024-06-20,2024-10-15,3945,0.37,0.52,0.45,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.34,0.52,0.4
Ferozepur,2024,Kharif,Maize,2024-06-20,2024-10-15,2780,0.37,0.55,0.45,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.34,0.52,0.4
Ferozepur,2024,Kharif,Cotton,2024-06-20,2024-10-15,2406,0.4,0.56,0.47,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.34,0.52,0.4
Ferozepur,2024,Zaid,Moong,2024-03-15,2024-06-10,1520,0.23,0.43,0.35,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.39,0.59,0.53
Ferozepur,2024,Zaid,Vegetables,2024-03-15,2024-06-10,1751,0.25,0.42,0.34,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.39,0.59,0.53
Ferozepur,2024,Zaid,Sunflower,2024-03-15,2024-06-10,1908,0.33,0.48,0.39,Sandy Loam,"[7.4, 8.5]",0.66,224.0,24.0,171.0,430,322,24.5,34.5,14.5,66,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.39,0.59,0.53
Gurdaspur,2023,Rabi,Wheat,2023-11-15,2024-04-10,3610,0.3,0.49,0.41,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Gurdaspur,2023,Rabi,Barley,2023-11-15,2024-04-10,2049,0.28,0.39,0.34,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Gurdaspur,2023,Rabi,Mustard,2023-11-15,2024-04-10,1691,0.35,0.51,0.42,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Gurdaspur,2023,Kharif,Paddy,2023-06-20,2023-10-15,3828,0.2,0.34,0.26,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Gurdaspur,2023,Kharif,Maize,2023-06-20,2023-10-15,2870,0.28,0.42,0.32,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Gurdaspur,2023,Kharif,Cotton,2023-06-20,2023-10-15,1848,0.36,0.5,0.42,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Gurdaspur,2023,Zaid,Moong,2023-03-15,2023-06-10,1995,0.37,0.56,0.5,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Gurdaspur,2023,Zaid,Vegetables,2023-03-15,2023-06-10,2238,0.25,0.4,0.3,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Gurdaspur,2023,Zaid,Sunflower,2023-03-15,2023-06-10,1963,0.3,0.43,0.35,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Gurdaspur,2024,Rabi,Wheat,2024-11-15,2025-04-10,3169,0.23,0.34,0.28,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.26,0.45,0.38
Gurdaspur,2024,Rabi,Barley,2024-11-15,2025-04-10,2224,0.23,0.39,0.33,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.26,0.45,0.38
Gurdaspur,2024,Rabi,Mustard,2024-11-15,2025-04-10,1727,0.29,0.46,0.4,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.26,0.45,0.38
Gurdaspur,2024,Kharif,Paddy,2024-06-20,2024-10-15,3592,0.24,0.34,0.28,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.39,0.63,0.5
Gurdaspur,2024,Kharif,Maize,2024-06-20,2024-10-15,2604,0.22,0.33,0.26,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.39,0.63,0.5
Gurdaspur,2024,Kharif,Cotton,2024-06-20,2024-10-15,2469,0.24,0.38,0.3,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.39,0.63,0.5
Gurdaspur,2024,Zaid,Moong,2024-03-15,2024-06-10,2012,0.36,0.52,0.47,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.29,0.52,0.46
Gurdaspur,2024,Zaid,Vegetables,2024-03-15,2024-06-10,2255,0.37,0.56,0.51,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.29,0.52,0.46
Gurdaspur,2024,Zaid,Sunflower,2024-03-15,2024-06-10,1813,0.35,0.47,0.41,Clay Loam,"[6.5, 7.3]",0.83,239.0,25.0,233.0,710,532,25.5,35.5,15.5,68,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.29,0.52,0.46
Hoshiarpur,2023,Rabi,Wheat,2023-11-15,2024-04-10,2949,0.27,0.42,0.34,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Hoshiarpur,2023,Rabi,Barley,2023-11-15,2024-04-10,1342,0.35,0.45,0.39,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Hoshiarpur,2023,Rabi,Mustard,2023-11-15,2024-04-10,1556,0.34,0.53,0.45,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Hoshiarpur,2023,Kharif,Paddy,2023-06-20,2023-10-15,4039,0.29,0.44,0.38,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Hoshiarpur,2023,Kharif,Maize,2023-06-20,2023-10-15,2428,0.25,0.39,0.34,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Hoshiarpur,2023,Kharif,Cotton,2023-06-20,2023-10-15,2303,0.27,0.38,0.29,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Hoshiarpur,2023,Zaid,Moong,2023-03-15,2023-06-10,1737,0.32,0.49,0.4,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Hoshiarpur,2023,Zaid,Vegetables,2023-03-15,2023-06-10,1999,0.31,0.47,0.38,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Hoshiarpur,2023,Zaid,Sunflower,2023-03-15,2023-06-10,2418,0.29,0.4,0.34,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Hoshiarpur,2024,Rabi,Wheat,2024-11-15,2025-04-10,2676,0.31,0.45,0.35,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.26,0.43,0.31
Hoshiarpur,2024,Rabi,Barley,2024-11-15,2025-04-10,1862,0.32,0.44,0.38,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.26,0.43,0.31
Hoshiarpur,2024,Rabi,Mustard,2024-11-15,2025-04-10,1643,0.23,0.35,0.29,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.26,0.43,0.31
Hoshiarpur,2024,Kharif,Paddy,2024-06-20,2024-10-15,2748,0.23,0.42,0.37,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.3,0.42,0.34
Hoshiarpur,2024,Kharif,Maize,2024-06-20,2024-10-15,3039,0.4,0.51,0.44,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.3,0.42,0.34
Hoshiarpur,2024,Kharif,Cotton,2024-06-20,2024-10-15,2282,0.39,0.58,0.49,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.3,0.42,0.34
Hoshiarpur,2024,Zaid,Moong,2024-03-15,2024-06-10,1840,0.33,0.52,0.44,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.26,0.41,0.34
Hoshiarpur,2024,Zaid,Vegetables,2024-03-15,2024-06-10,1830,0.31,0.44,0.35,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.26,0.41,0.34
Hoshiarpur,2024,Zaid,Sunflower,2024-03-15,2024-06-10,1699,0.29,0.44,0.38,Sandy,"[6.7, 8.3]",0.38,243.0,11.0,187.0,650,488,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.26,0.41,0.34
Jalandhar,2023,Rabi,Wheat,2023-11-15,2024-04-10,2744,0.22,0.38,0.32,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Jalandhar,2023,Rabi,Barley,2023-11-15,2024-04-10,2080,0.3,0.45,0.4,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
